,author,title,datepublished,isbn13,Title,Author,PublishedDate,ISBN13
17570,,,,,The Good Life,['Cheryl Mendelson'],2012,9781608198351
17571,,,,,Women and Health Psychology,['Cheryl Brown Travis'],2014,9781317785309
17572,,,,,Yogurt Culture,['Cheryl Sternman Rule'],2015,9780544251717
17573,,,,,Nursing Interventions Classification (NIC),"['Gloria M. Bulechek, PhD, RN, FAAN', 'Howard K. Butcher', 'Joanne M. McCloskey Dochterman, PhD, RN, FAAN', 'Cheryl Wagner']",2012,9780323100113
17574,,,,,MCI and Alzheimer's Dementia,"['Kathryn A. Bayles', 'Cheryl K. Tomoeda']",2013,9781597566414
17575,,,,,EdPsych Modules,"['Cheryl Cisero Durwin', 'Marla Reese-Weber']",2019,9781544373577
17576,,,,,Drink in Canada,['Cheryl Krasnick Warsh'],1993,9780773564336
17577,,,,,Nursing Interventions Classification (NIC) - E-Book,"['Howard K. Butcher', 'Gloria M. Bulechek', 'Joanne M. McCloskey Dochterman', 'Cheryl M. Wagner']",2013,9780323292986
17578,,,,,"Science, Society, and the Supermarket","['David Castle', 'Cheryl Cline', 'Abdallah S. Daar', 'Charoula Tsamis', 'Peter A. Singer']",2006,9780470055496
17579,,,,,Parent—Child Interaction Therapy,"['Toni L. Hembree-Kigin', 'Cheryl Bodiford McNeil']",2013,9781489914392
17580,,,,,Developing a Program of Research in Nursing,"['Cheryl Tatano Beck, DNSc, CNM, FAAN']",2015,9780826123268
17581,,,,,Cognitive-Communication Disorders of MCI and Dementia,"['Kathryn Bayles', 'Kimberly McCullough', 'Cheryl K. Tomoeda']",2018,9781635500592
17582,,,,,Life Makeovers,['Cheryl Richardson'],2002,9780767908849
17583,,,,,Nursing Interventions Classification (NIC) - E-Book,"['Howard K. Butcher', 'Gloria M. Bulechek', 'Joanne M. McCloskey Dochterman', 'Cheryl M. Wagner']",2018,9780323497695
17584,,,,,Put Anxiety Behind You,['Peter Bongiorno ND Lac'],2015,9781573246309
17585,,,,,How Come They're Happy and I'm Not?,['Peter Bongiorno'],2012,9781609256357
17586,,,,,Holistic Solutions for Anxiety & Depression in Therapy: Combining Natural Remedies with Conventional Care,['Peter Bongiorno'],2015,9780393709353
17587,,,,,Healing Depression,"['Dr Bongiorno Nd Lac', 'Peter B. Bongiorno']",2010,9781897025383
17588,,,,,E se non fosse depressione? Un approccio innovativo e la soluzione definitiva,['Peter Bongiorno'],2014,9788868200473
17589,,,,,Understanding Business Ethics,"['Peter Stanwick', 'Sarah Stanwick']",2013,9781452256559
17590,,,,,Understanding Business Ethics,"['Peter A. Stanwick', 'Sarah D. Stanwick']",2015,9781506303246
17591,,,,,Umberto Eco and the Open Text,['Peter Bondanella'],2005,9780521020879
17592,,,,,Valerie's Home Cooking,['Valerie Bertinelli'],2017,9780848755447
17593,,,,,Finding It,['Valerie Bertinelli'],2009,9781439159095
17594,,,,,Losing It,['Valerie Bertinelli'],2008,9781416570196
17595,,,,,Enough Already,['Valerie Bertinelli'],2022,9780358567325
17596,,,,,One Dish at a Time,['Valerie Bertinelli'],2012,9781609614607
17597,,,,,Enough Already Signed Edition,['Valerie Bertinelli'],2022,9780358626084
17598,,,,,Finding It,['Valerie Bertinelli'],2010,9781439141649
17599,,,,,Indulge,['Valerie Bertinelli'],2024,9780063244726
17600,,,,,One Dish at a Time (Enhanced Edition),['Valerie Bertinelli'],2012,9781609614621
17601,,,,,Remodeled to Death,['Valerie Wolzien'],1995,9780449149218
17602,,,,,Playing with the Enemy,['Gary W. Moore'],2006,9781611210200
17603,,,,,Hey Buddy,['Gary W. Moore'],2011,9781611210637
17604,,,,,The Final Service,['Gary W. Moore'],2016,9781611212952
17605,,,,,"Gary W. Moore's Playing with the Enemy, Bridging the Gap",['Gary S Moore'],2010,9780205770687
17606,,,,,Beradise Lost: Bear Chronicles Book 5,['Gary W. Moore'],2018,9780463018675
17607,,,,,Gary's Story,['Gary Wayne Moore'],2008,9781846859601
17608,,,,,Haematology,"['Andrew Blann', 'Gavin Knight']",2021,9780198826095
17609,,,,,Faithful Finances 101,['Gary Moore'],2005,9781932031751
17610,,,,,"Jesus, Rwanda and Gospel Light",['Gary W. Moore'],2015,9781627462754
17611,,,,,The Woman Before Me,['Ruth Dugdall'],2013,9781611459289
17612,,,,,The Sacrificial Man,['Ruth Dugdall'],2014,9781628738773
17613,,,,,The Things You Didn't See,['Ruth Dugdall'],2018,9781612187181
17614,,,,,The Ruth Dugdall Collection,['Ruth Dugdall'],2017,9781787198265
17615,,,,,The Sacrificial Man,['Ruth Dugdall'],2012,9781921961335
17616,,,,,The Woman Before Me,['Ruth Dugdall'],2012,9781921961168
17617,,,,,My Sister and Other Liars,['Ruth Dugdall'],2017,9781503942288
17618,,,,,Nowhere Girl,['Ruth Dugdall'],2016,9781910394632
17619,,,,,Nowhere Girl,['Ruth Dugdall'],2015,9781910394649
17620,,,,,The Woman Before Me,['Ruth Dugdall'],2018,9781787198586
17621,,,,,Take Me Out To The Love Game,['Carol Costa'],2012,9781611603132
17622,,,,,Psychic Evidence,['Carol Costa'],2014,9781611608168
17623,,,,,Love Steals the Scene,['Carol Costa'],2003,9780803496323
17624,,,,,The Complete Idiot's Guides to Starting and Running a Thrift Store,"['Carol Costa', 'Ravel Buckley']",2010,9781101195468
17625,,,,,Laughing All the Way,['Carol Costa'],2014,9781501010040
17626,,,,,A Deadly Hand,['Carol Costa'],2006,9780803497993
17627,,,,,Labor of Love,['Carol Costa'],2002,9780803495425
17628,,,,,The Seventh Messenger,"['Carol Costa', 'Anna Faktorovich']",2011,9781463561024
17629,,,,,Invisible Force,['Carol Costa'],2009,9781926681221
17630,,,,,Second Hand Heart,['Carol Costa'],2015,9781517027643
17631,,,,,The Complete Idiot's Guides to Starting and Running a Thrift Store,"['Carol Costa', 'Ravel Buckley']",2010,9780241883952
17632,,,,,Letting the Cat Out of the Bag,['Carol Costa'],2012,9781480297555
17633,,,,,Video Poker,['Carol Costa'],2003,9781550225921
17634,,,,,Ask Aunt Emma to Take the Fifth,['Carol Costa'],2014,9781505349832
17635,,,,,Ask Aunt Emma Twice Books 1 And 2,['Carol Costa'],2014,9781503008045
17636,,,,,Crimes of the Past,['Carol Costa'],2013,9781492736837
17637,,,,,Happy Endings,['Carol Costa'],2015,9781517027865
17638,,,,,The Secret of Eastman Springs,['Carol Costa'],2013,9781490926759
17639,,,,,Ask Aunt Emma a Third Time,['Carol Costa'],2012,9781479337200
17640,,,,,The Comedy Crew,['Carol Costa'],2020,9798687739726
17641,,,,,Alpha Teach Yourself Accounting in 24 Hours,"['Carol Costa', 'C. Wesley Addison']",2001,9780028641584
17642,,,,,When Nothing Else Was Right,['Carol Costa'],2010,9780984635900
17643,,,,,Olla Podrida,"['Carol Costa', 'Jim Woods']",2006,9781413799903
17644,,,,,Quiet Fire,"['Carol Dommermuth-Costa', 'Anna Landsverk']",2022,9781728416373
17645,,,,,Laugh Lines,['Carol Costa'],2019,9781696295994
17646,,,,,Spirit of Justice,['Carol Costa'],2021,9798739424129
17647,,,,,Dared,['Deborah Staley'],2017,9781548794712
17648,,,,,Played,['Deborah Staley'],2017,9781548794880
17649,,,,,Unforgettable,['Deborah Grace Staley'],2012,9781611942231
17650,,,,,I'll Be There,['Deborah Grace Staley'],2011,9781611940374
17651,,,,,A Home For Christmas,['Deborah Grace Staley'],2004,9781935661504
17652,,,,,Played,['Deborah Grace Staley'],2019,9781070651538
17653,,,,,Exposed,['Deborah Grace Staley'],2021,9781688776555
17654,,,,,Only You,['Deborah Grace Staley'],2004,9781935661399
17655,,,,,What The Heart Wants,['Deborah Grace Staley'],2010,9781935661788
17656,,,,,Betrayed,['Donnell Ann Bell'],2013,9781611943917
17657,,,,,Until Dead,['Donnell Ann Bell'],2022,9781610262026
17658,,,,,Until Dead,['Donnell Ann Bell'],2022,9781610261760
17659,,,,,The Past Came Hunting,['Donnell Ann Bell'],2011,9781611940626
17660,,,,,Black Pearl,['Donnell Ann Bell'],2019,9781611949674
17661,,,,,Deadly Recall,['Donnell Ann Bell'],2013,9781611942446
17662,,,,,Buried Agendas,['Donnell Ann Bell'],2014,9781611945638
17663,,,,,The Past Came Hunting,['Donnell Bell'],2011,9781463748814
17664,,,,,Hairspray,"['Marc Shaiman', ""Mark O'Donnell"", 'Thomas Meehan', 'Scott Wittman']",2002,9781557835147
17665,,,,,Deadly Recall,['Donnell Ann Bell'],2013,9781611942675
17666,,,,,Earth to Betsy,['Beth Pattillo'],2010,9780307499752
17667,,,,,Heavens to Betsy,['Beth Pattillo'],2010,9780307551245
17668,,,,,Princess Charming,['Beth Pattillo'],2013,9781611943085
17669,,,,,The Sweetgum Knit Lit Society,['Beth Pattillo'],2010,9780307499066
17670,,,,,Where There's a Will,['Beth Pattillo'],2009,9780824947798
17671,,,,,The Sweetgum Ladies Knit for Love,['Beth Pattillo'],2009,9780307457943
17672,,,,,Sweetgum Second Chance,['Beth Pattillo'],2022,9780998818726
17673,,,,,Mr. Darcy Broke My Heart,['Beth Pattillo'],2010,9780824947934
17674,,,,,Talk Darcy to Me,['Beth Pattillo'],2023,9780998818771
17675,,,,,Faith Leader Participant's Guides (set of 4 books),['Beth Pattillo'],2009,9780827210431
17676,,,,,Just Doll,['Janice Daugharty'],2012,9781611942279
17677,,,,,The Little Known,['Janice Daugharty'],2010,9781935661559
17678,,,,,Like A Sister,['Janice Daugharty'],2010,9780062028730
17679,,,,,Necessary Lies,['Janice Daugharty'],2014,9781611944334
17680,,,,,Two Shades of Morning,['Janice Daugharty'],2013,9781611943474
17681,,,,,The Visitors,['Simon Sylvester'],2015,9781612194646
17682,,,,,140 Characters,['Simon Sylvester'],2011,9780956308337
17683,,,,,The Reanimated Rumble,"['Valerie Lioudis', 'Angie Taylor', 'Baileigh Higgins']",2017,9781626760240
17684,,,,,The Reanimated Rumble,"['T. D. Ricketts', 'Jack Kelly', 'Stefan Lear', 'Sylvester Barzey', 'Eleanor Merry', 'Joe Simon', 'Jessica Gomez', 'Michelle Scissom', 'David Green', 'Taylor Barnes', 'Greg Bennett', 'Ashton Etheredge', 'Miguel Rueda', 'Thomas Russell', 'Ryan Colley', 'Michael Jones']",2021,9781626760523
17685,,,,,Doubting Thomas: A Novel,['Matthew Clark Davison'],2021,9781612942001
17686,,,,,Church Mergers and Plants | 9Marks Journal,"['Jonathan Leeman', 'Nathan Knight', 'Juan Sanchez', 'Ed Stetzer', 'Matthew Spandler-Davison', 'Colin Clark', 'Brian Davis', 'Joel Kurz', 'Derek D. Bass', 'Dave Russell', 'Alex Duke', 'Brad Wheeler', 'John Folmar', 'Matt McCullough', 'Josh Manley', 'J. Mack Stiles', 'Steve Jennings', 'John Starke', 'Gloria Furman']",2017,9781548216344
17687,,,,,A Handbook for Genealogy United States Edition,['Matthew C. F. Wander'],2014,9781312201729
17688,,,,,Figures That Speak,['Matthew deTar'],2022,9780815655275
17689,,,,,Did Jesus Rise from the Dead?,['Matthew Levering'],2019,9780192575609
17690,,,,,Engaging the Doctrine of Israel,['Matthew Levering'],2021,9781725291102
17691,,,,,Hope for a Tender Sprig,['Matthew H. Patton'],2017,9781575064789
17692,,,,,An Introduction to Theories of Learning,"['Matthew H. Olson', 'Julio J. Ramirez']",2020,9781000019896
17693,,,,,Engaging the Doctrine of Marriage,['Matthew Levering'],2020,9781725251939
17694,,,,,"Anyway, Anyhow, Anywhere","['Andrew Neill', 'Matthew Kent']",2009,9781402766916
17695,,,,,Roadshow!,['Matthew Kennedy'],2015,9780190262440
17696,,,,,Surgical Oncology,['David L Bartlett'],2011,9789350250518
17697,,,,,Teaching for Historical Literacy,"['Matthew T. Downey', 'Kelly A. Long']",2015,9781317509028
17698,,,,,Totally Awesome 80s,['Matthew Rettenmund'],1996,9780312144364
17699,,,,,Summer in the Islands,['Matthew Fort'],2017,9781783523337
17700,,,,,Agent-Oriented Programming,"['Matthew M. Huntbach', 'Graem A. Ringwood']",2003,9783540479383
17701,,,,,Confronting Technology,['Matthew T. Prior'],2020,9781532671456
17702,,,,,Another Person’s Poison,['Matthew Smith'],2015,9780231539197
17703,,,,,Surgical Oncology,"['David L Bartlett, Pragatheeshwar Thirunavukarasu, Matthew D Neal, Phil Bao']",2011,9789350256800
17704,,,,,Daily Life in Hitler's Germany,"['Matthew S. Seligmann', 'Matthew Seligmann', 'John Davison', 'John McDonald']",2004,9780312328115
17705,,,,,Introduction to Theories of Learning,['Matthew H. Olson'],2015,9781317350682
17706,,,,,Henry's Clinical Diagnosis and Management by Laboratory Methods E-Book,"['Richard A. McPherson', 'Matthew R. Pincus']",2011,9781455726844
17707,,,,,Psychology Third Canadian Edition,"['Daniel L. Schacter', 'Daniel T. Gilbert', 'Daniel M. Wegner', 'Matthew K. Nock']",2014,9781464157035
17708,,,,,Moore's Federal Rules Pamphlet,['LexisNexis Matthew Bender'],2001,9780820547947
17709,,,,,Ageless Startup,['Rick Terrien'],2020,9781613084205
17710,,,,,Sacred Sacrifice,['Rick F. Talbott'],2005,9781597523400
17711,,,,,Chris Madden The Soul of a House,"['Chris Casson Madden', 'Sarah Elizabeth Palomba']",2010,9780847833702
17712,,,,,Chris Madden's Guide to Personalizing Your Home,"['Chris Casson Madden', 'Kevin Clark']",1997,9780609600832
17713,,,,,The Beast That Ate the Earth,"['Chris Madden', 'Inkline Press']",2004,9780954855109
17714,,,,,Never Judge an Artwork Till You Know What It's Worth: and Other Cartoons about Art,['Chris Madden'],2019,9780954855178
17715,,,,,Danger Girl - Revolver,"['Andy Hartnell', 'Chris Madden', 'J. Scott Campbell']",2013,9782331003899
17716,,,,,A Room of Her Own Photo Album,['Chris Casson Madden'],2002,9781400045662
17717,,,,,Bedrooms,['Chris Casson Madden'],2001,9780609607497
17718,,,,,Marine Ecoregions of North America,"['Tara A. C. Wilkinson', 'Commission for Environmental Cooperation (Montréal, Québec)']",2009,9782923358413
17719,,,,,A Funny Year in the Garden,['Chris Madden'],2006,9780954855123
17720,,,,,Jack Avarice Is the Courier,['Chris Madden'],2012,9781613771341
17721,,,,,Create Art and Cartoons in Photoshop Elements 4,['Chris Madden'],2007,9780954855130
17722,,,,,"Photoshop Elements 8 for Digital Art, Illustration & Cartoons",['Chris Madden'],2010,9780954855154
17723,,,,,Shipping Smarter,"['STEVEN. SMART VISIC (CHRIS.)', 'Chris Smart']",2021,9781781335703
17724,,,,,Baby Hints,['Chris Casson Madden'],1982,9780449900789
17725,,,,,MADDEN (The AWE Crew #4),"['Chris Almeida', 'Cecilia Aubrey']",2017,9781927554470
17726,,,,,Getaways,['Chris Casson Madden'],2000,9780609603208
17727,,,,,Tom pig's,['Madden'],2006,9788842610199
17728,,,,,Above Us Only Sky,['Chris Volkay'],2008,9780981820828
17729,,,,,Haven,"['Chris Casson Madden', 'Carolyn Schultz']",2004,9781400051373
17730,,,,,Chris Casson Maddens Best Baby Hints Handbook,['Chris Casson Madden'],1982,9780941298056
17731,,,,,Kitchens,['Chris C. Madden'],1993,9780517595510
17732,,,,,Rooms with a View,['Chris C. Madden'],1995,9780866362894
17733,,,,,The December Awethology - Light Volume,"['The #Awethors', 'Pamela Silva', 'Chrissy Moon', 'Markie Madden']",2015,9781519636874
17734,,,,,Bathrooms,['Chris Casson Madden'],1996,9780517599389
17735,,,,,"Krazy Eye, Screecher and Madden Go Trick Or Treating",['Chris Buckland'],2015,9781518742972
17736,,,,,British Forces Motorcycles 1925-1945,"['Chris Orchard', 'Steve Madden']",2017,9780750958639
17737,,,,,"British Forces Motorcycles, 1925-45","['Chris J. Orchard', 'Steve J. Madden']",2006,9780750944519
17738,,,,,December Awethology,"['The #Awethors', 'Anita Kovacevic', 'Kelly Hall', 'J. Taylor', 'Anna Lea', 'Pamela Silva', 'Chrissy Moon', 'Markie Madden', 'Neil Newton', 'J. Christian', 'Sharon Lipman', 'Natasha Madden', 'Chris Hayes', 'Stewart Bint', 'K. Robinson', 'Karen Mossman', 'Lisa Veldcamp', 'L. Surgeson', 'Michael Stern', 'Ann Harrison', 'Ryan Guy']",2015,9781519713643
17739,,,,,The Summer House Cookbook,['Chris Casson Madden'],1979,9780156863025
17740,,,,,Great Baby Hints,['Chris Casson Madden'],1984,9780517455982
17741,,,,,Real Time Visual Effects for the Technical Artist,['Chris Roda'],2022,9781000551570
17742,,,,,Baby's First Helpings,['Chris Casson Madden'],1983,9780385191432
17743,,,,,"Exploring for the Future - Petrology Release of NDI Carrara 1, South Nicholson Region, Northern Territory","['Robert Madden', 'Chris Carson']",2022,9781922446992
17744,,,,,"Exploring for the Future - Petrology of Selected Volcaniclastic Intervals from NDI Carrara 1, South Nicholson Region, Northern Territory","['Robert H. C. Madden', 'Chris J. Carson', 'R. D. Tilbury']",2022,9781922625281
17745,,,,,British Forces Motorcycles 192,['Orchard Chris Staff'],1997,9781840150124
17746,,,,,Townsville Climbing,['Christopher Glastonbury'],2020,9780646825502
17747,,,,,Video Games,['Chris Jozefowicz'],2009,9781433944062
17748,,,,,Long-run Trends in School Productivity,"['Andrew Leigh', 'Chris Ryan']",2009,9781921262999
17749,,,,,Tom pig's. Guida,['Madden'],2006,9788842610212
17750,,,,,Seattle Seahawks Trivia Quiz Book,['Chris Bradshaw'],2017,9781545049723
17751,,,,,Mastering Commitment,['Chris Harden'],2019,9781688101678
17752,,,,,"Nous, les animaux architectes",['Laura Knowles'],2019,9782203180857
17753,,,,,The Official Bury Football Club Quiz Book,['Chris Cowlin'],2012,9781907792731
17754,,,,,The Intersection,"['Janet Kuypers', 'A. Block', 'Adam Mac', 'Ag Sinclair', 'Allan Onik', 'Ben Macnair', 'Bob Strother', 'Brian Looney', 'Chad Newbill', 'Chris Johnson', 'Craig Watts', 'David Haight', 'Dean Jones', 'Doug Draime', 'Doug Hawley', 'Eric Burbridge', 'Eric Ullerich', 'Fritz Hamilton', 'John Grey', 'John Feaster', 'Liam Spencer']",2015,9781517269722
17755,,,,,Ein Zimmer für sie allein,['Chris Casson Madden'],1999,9783806728507
17756,,,,,Ten Bob an Hour,"['Steve Phillips', 'Chris Newton']",2011,9781908223111
17757,,,,,PlayStation 5 Gaming Guide,['Chris Stead'],2020,9781925638783
17758,,,,,The Marketplace,['Laura Antoniou'],2016,9781613901342
17759,,,,,The Inheritor,['Laura Antoniou'],2015,9781613901274
17760,,,,,The Marketplace,['Laura Antoniou'],2010,9781885865571
17761,,,,,The Reunion,['Laura Antoniou'],2016,9781613901380
17762,,,,,The Slave,['Laura Antoniou'],2016,9781613901359
17763,,,,,The Trainer,['Laura Antoniou'],2016,9781613901366
17764,,,,,The Academy,['Laura Antoniou'],2016,9781613901373
17765,,,,,The Way of Heaven,['Laura Antoniou'],2019,9781626015364
17766,,,,,No Safewords 2,['Laura Antoniou'],2018,9781626014893
17767,,,,,The Killer Wore Leather,['Laura Antoniou'],2013,9781573449304
17768,,,,,"An Educated Death (The Thea Kozak Mystery Series, Book 4)",['Kate Flora'],2011,9781614171379
17769,,,,,"Death at the Wheel (The Thea Kozak Mystery Series, Book 3)",['Kate Flora'],2011,9781614171386
17770,,,,,Death Dealer,['Kate Clark Flora'],2014,9780882824765
17771,,,,,"Death in Paradise (The Thea Kozak Mystery Series, Book 5)",['Kate Flora'],2011,9781614171409
17772,,,,,"Liberty or Death (The Thea Kozak Mystery Series, Book 6)",['Kate Flora'],2011,9781614171416
17773,,,,,Teach Her a Lesson,['Kate Flora'],2023,9781645994381
17774,,,,,Girls' Night Out,['Kate Clark Flora'],2014,9781940838557
17775,,,,,"Led Astray (A Joe Burgess Mystery, Book 5)",['Kate Flora'],2016,9781614178842
17776,,,,,"The Angel of Knowlton Park (A Joe Burgess Mystery, Book 2)",['Kate Flora'],2014,9781614175810
17777,,,,,"A World of Deceit (A Joe Burgess Mystery, Book 7)",['Kate Flora'],2021,9781644570906
17778,,,,,"If You're Lucky, Your Heart Will Break",['James Ishmael Ford'],2012,9781614290438
17779,,,,,Introduction to Zen Koans,['James Ishmael Ford'],2018,9781614293156
17780,,,,,Zen Master Who?,['James Ishmael Ford'],2006,9780861715091
17781,,,,,In this Very Moment,['James Ishmael Ford'],2002,9781558964334
17782,,,,,This Very Moment,['James Ishmael Ford'],1996,9781558963474
17783,,,,,The Story of Mu,['James Cordova'],2016,9781614292388
17784,,,,,"If You're Lucky, Your Heart Will Break",['James Ishmael Ford'],2012,9781614290391
17785,,,,,The Story of Mu,['James Cordova'],2016,9781614292203
17786,,,,,The Current,['Tim Johnston'],2019,9781616208899
17787,,,,,Descent,['Tim Johnston'],2015,9781616204303
17788,,,,,Irish Girl,['Tim Johnston'],2009,9781574412710
17789,,,,,The Penguin Family,['Tim Johnston'],2019,9781795719728
17790,,,,,Irish Girl,['Tim Johnston'],2014,9781574413281
17791,,,,,Parting Company,['Tim Johnston'],2015,9781320345699
17792,,,,,Society-on-Demand,['Tim Johnston'],2022,9781399923910
17793,,,,,The Predatory Influence,['Tim Johnston'],1995,9781569017708
17794,,,,,Welcoming LGBT Residents,['Tim R. Johnston'],2019,9781000682151
17795,,,,,The Penguin Family - Little Penguin's Birthday,['Tim Johnston'],2019,9781090315847
17796,,,,,Tattered Battlements,"['Tim Johnston', 'Chaz Bowyer']",1985,9780718305475
17797,,,,,Restaurant Recipe,['Tim Johnston'],2000,9780968692509
17798,,,,,"Affirmation, Care Ethics, and LGBT Identity",['Tim R. Johnston'],2016,9781137593047
17799,,,,,"Harmattan, A Wind of Change",['Carolyn Johnston'],2010,9781848851436
17800,,,,,Never So Green,['Tim Johnston'],2002,9780374355098
17801,,,,,Betrayal,"['Tim Weiner', 'David Johnston', 'Neil A. Lewis']",2014,9780307824448
17802,,,,,Scomparsa,['Tim Johnston'],2015,9788854512009
17803,,,,,Brian Johnston,['Tim Heald'],2015,9781910570265
17804,,,,,Cesspit Alley,['Tim Johnston'],1996,9781876070045
17805,,,,,La descente,['Tim Johnston'],2017,9782702442081
17806,,,,,Prophetic Words for 2019,"['Larry Sparks', 'Lana Vawser', 'Nate Johnston', 'Christy Johnston', 'Robert Henderson', 'Charlie Shamp', 'Dr. Bill Hamon', 'Jennifer LeClaire', 'R. Loren Sandford', 'Adam Thompson', 'Rebecca Greenwood', 'Rich Vera', 'Patricia King', 'Germaine Copeland', 'Jane Hamon', 'Michael L. Brown, PhD', 'Tim Sheets', 'Fiorella Giordano', 'James W. Goll']",2019,9780768446401
17807,,,,,The 9,"['Kurt Johnston', 'Tim Levert']",2010,9780764441349
17808,,,,,W dół,['Tim Johnston'],2016,9788365282477
17809,,,,,The Armenian History Attributed to Sebeos,['Sebēos (Bishop of Bagratunikʻ)'],1999,9780853235644
17810,,,,,Inner Head,"['Leila Johnston', 'Tim Warriner']",2013,9781909679085
17811,,,,,One Club,"['Chad Reynolds', 'Sam Kovzan', 'Kurt Austin', 'Josh Hakala']",2021,9780578860497
17812,,,,,Weeding for Eisenhower,['Tim D. Johnston'],2021,9781792366437
17813,,,,,House of Purple Cedar,['Tim Tingle'],2014,9781935955252
17814,,,,,Essential Algebra,['Tim Hill'],2013,9781937842185
17815,,,,,Coborârea,['Tim Johnston'],2018,9786063342981
17816,,,,,Radical Well-Being,['Rita Hancock'],2013,9781616389734
17817,,,,,The Eden Diet,['Rita M. Hancock'],2009,9780310589761
17818,,,,,The Eden Diet,"['Rita M. Hancock, M.d.']",2008,9780982034156
17819,,,,,The Eden Diet,['Rita M. Hancock'],2008,9780982034101
17820,,,,,The Eden Diet Workbook,['Rita M. Hancock'],2008,9780982034118
17821,,,,,"Hello, Cat - You Need a Hat","['Rita Golden Gelman', 'Pat Hancock']",1988,9780590732406
17822,,,,,Children's Monmouthshire,"['Deborah Hancock', 'Rita Larsen']",2004,9780954834104
17823,,,,,Anything For His Son,['Rita Herron'],2007,9781426804465
17824,,,,,An Ethics of Reading,['Sandra Cox'],2016,9781443887519
17825,,,,,"Love, Lattes and Danger",['Sandra Cox'],2015,9781616506087
17826,,,,,"Love, Lattes and Mutants",['Sandra Cox'],2015,9781616506063
17827,,,,,"Love, Lattes and Angel",['Sandra Cox'],2016,9781616506100
17828,,,,,Ghost for Sale,['Sandra Cox'],2015,9781616507732
17829,,,,,Charlie's Rock Garden,['Sandra Cox'],2023,9780578805689
17830,,,,,Odin Cats,['Sandra Cox'],2015,9781519165862
17831,,,,,Power Stones,['Sandra Cox'],2013,9781481827614
17832,,,,,Akasha,['Sandra S Cox'],2014,9781497366107
17833,,,,,Vampire Bay,['Sandra Cox'],2012,9781477698518
17834,,,,,Moon Watchers,['Sandra Cox'],2016,9781523686117
17835,,,,,Vampire Island,['Sandra Cox'],2015,9781516863624
17836,,,,,Rose Quartz,['Sandra Cox'],2017,9781544800974
17837,,,,,Little-Bit and Me-Too Get a Dog,['Sandra Cox'],2020,9780578803517
17838,,,,,Flower Gardens and More,['Sandra Cox'],2022,9798201745684
17839,,,,,Montana Shootists,['Sandra Cox'],2020,9781983200342
17840,,,,,Return to Silverhills,['Sandra Cox'],2023,9798373554183
17841,,,,,Geller's Find,['Sandra Cox'],2022,9798843445294
17842,,,,,Sunset,['Sandra Cox'],2016,9781533216250
17843,,,,,Ask Me,['Kimberly Pauley'],2014,9781616953843
17844,,,,,Cat Girl's Day Off,['Kimberly Pauley'],2018,9781643790503
17845,,,,,Still Sucks to be Me,['Kimberly Pauley'],2011,9780786957842
17846,,,,,Still Sucks to Be Me,['Kimberly Pauley'],2010,9780786957538
17847,,,,,Sucks to Be Me,['Kimberly Pauley'],2010,9780786955770
17848,,,,,The Accidental Wizard,['Kimberly Pauley'],2020,9780702305016
17849,,,,,Never Too Old to Save the World,"['Alana Abbott', 'Addie King']",2023,9781954255470
17850,,,,,A Peculiar Problem (Book #2),['Kimberly Pauley'],2022,9781407195728
17851,,,,,Más confesiones de Mina Hamilton Smith (vampiro adolescente),['Kimberly Pauley'],2010,9788492929276
17852,,,,,Pourquoi moi ?,['Kimberly Pauley'],2014,9782362310362
17853,,,,,Ser yo es un asco.,['Kimberly Pauley'],2009,9788493720605
17854,,,,,Pořád mi pijou krev,['Kimberly Pauley'],2011,9788073628970
17855,,,,,"Pijou mi krev, aneb, Upírkou na vlastní nebezpečí",['Kimberly Pauley'],2010,9788073628604
17856,,,,,TV News Anchors and Journalistic Tradition,['Kimberly Meltzer'],2010,9781433108952
17857,,,,,Back to the Blanket,['Kimberly G. Wieser'],2017,9780806161464
17858,,,,,You Must Be from the North,['Kimberly K. Little'],2009,9781604733518
17859,,,,,The Federal Communications Commission,"['Kimberly A. Zarkin', 'Michael J. Zarkin']",2006,9780313334160
17860,,,,,The Prodigy's Cousin,"['Joanne Ruthsatz', 'Kimberly Stephens']",2016,9780698168602
17861,,,,,Miley Cyrus: A Biography,['Kimberly Dillon Summers'],2009,9780313378485
17862,,,,,Medicine Road,['Charles De Lint'],2009,9781892391889
17863,,,,,Moonheart,['Charles de Lint'],1994,9780312890049
17864,,,,,Dreams Underfoot,['Charles de Lint'],2003,9780765306791
17865,,,,,Memory and Dream,['Charles de Lint'],2007,9780765316783
17866,,,,,Newford Stories,['Charles de Lint'],2015,9780920623626
17867,,,,,Eyes Like Leaves,['Charles De Lint'],2012,9781616960506
17868,,,,,Someplace to Be Flying,['Charles de Lint'],2005,9780765307576
17869,,,,,Wolf Moon,['Charles de Lint'],2004,9780142400777
17870,,,,,Forests of the Heart,['Charles de Lint'],2000,9780312865191
17871,,,,,Waifs and Strays,['Charles de Lint'],2004,9780142401583
17872,,,,,Ringo,['Michael Seth Starr'],2016,9781617136320
17873,,,,,Don Rickles,['Michael Seth Starr'],2022,9780806541747
17874,,,,,Shatner,['Michael Seth Starr'],2019,9781493050659
17875,,,,,Hiding in Plain Sight,['Michael Seth Starr'],2009,9781423473718
17876,,,,,Black and Blue,['Michael Seth Starr'],2011,9781557838537
