,author,title,datepublished,isbn13
12671,['Ethan Long'],Fright Club,2016,9781681190433
12672,['Ethan Long'],Ms. Spell,2015,9780823432929
12673,['Ethan Long'],"In, Over and On the Farm",2015,9780698173583
12674,['Ethan Long'],One Drowsy Dragon,2010,9780545165570
12675,['Ethan Long'],Horse & Buggy on Wheels,2024,9780823454839
12676,['Ethan Long'],Chamelia,2012,9780316210119
12677,['Ethan Long'],Pug,2018,9780823439898
12678,['Ethan Long'],Clara and Clem Take a Ride,2012,9780448462646
12679,['Ethan Long'],The Book that Zack Wrote,2011,9781609050603
12680,['Ethan Long'],Snickerdoodle Takes the Cake,2017,9780823437849
12681,['Tim Bakken'],The Cost of Loyalty,2020,9781632868992
12682,['Tim Bakken'],The Plea of Innocence,2022,9781479817139
12683,"['Tim Bakken', 'John M. Bickers', 'Robert Jay Goldstein']",Guide to Criminal Procedure in New York,2005,9780534643478
12684,"['Tim Bakken', 'Margaret D. Stock', 'Mark D. Welton']",Guide to Criminal Law for New York,2004,9780534644178
12685,"['Tim Bakken', 'William C. Ramsey']",Criminal Justice and the 2004 Election,2005,9780495008040
12686,['Tim Bakken'],The Plea of Innocence,2022,9781479817122
12687,"['Robert B. Keiter', 'Tim Newcomb']",The Wyoming State Constitution,2011,9780199779048
12688,['Tim Simpson'],Betting on Macau,2023,9781452969886
12689,"['Tim Converse', 'Joyce Park', 'Clark Morgan']",PHP5 and MySQL Bible,2004,9780764571824
12690,['Tim Bewer'],Moon Minnesota,2007,9781566919272
12691,['Tim Wirth'],The New Fossil Fuel Frontiers: Unkonventionelle Erdöle als neue Variablen der globalen Erdölversorgung?,2014,9783954256105
12692,"['Kathy Malloch', ""Tim Porter-O'Grady""]",Introduction to Evidence-Based Practice in Nursing and Health Care,2010,9781449661281
12693,['Tim Schenck'],Holy Grounds,2019,9781506448244
12694,['Tim R. McDonald'],UNSUSTAINABLE,2011,9781607093664
12695,['Tim Sullivan'],Ways to the West,2015,9781457195839
12696,"[""Tim Porter-O'Grady"", 'Kathy Malloch']",Quantum Leadership,2010,9781449617288
12697,['Tim Morgan'],Life After Growth (2nd),2016,9780857195562
12698,"['Martin Phillips', 'Tim Mighall']",Society and Exploitation Through Nature,2014,9781317889335
12699,['Tim Sullivan'],No Communication with the Sea,2010,9780816528950
12700,['Tim McNeese'],The Lewis and Clark Expedition,2021,9781438198767
12701,"[""Tim Porter-O'Grady"", 'Kathy Malloch']",Quantum Leadership:Creating Sustainable Value in Health Care,2017,9781284143034
12702,"['Sandra Davidson', 'Daniel Weberg', ""Tim Porter-O'Grady"", 'Kathy Malloch']",Leadership for Evidence-Based Innovation in Nursing and Health Professions,2016,9781284118094
12703,"['Hope Jahren', 'Tim Folger']",The Best American Science and Nature Writing 2017,2017,9781328715517
12704,"['Dorrie K. Fontaine', 'Tim Cunningham', 'Natalie May']",Self-Care for New and Student Nurses,2021,9781948057813
12705,"[""Tim Porter-O'Grady"", 'Kathy Malloch']",Quantum Leadership:Building Better Partnerships for Sustainable Health,2014,9781284066128
12706,"['Tim Converse', 'Joyce Park']",PHP Bible,2002,9780764549557
12707,['Morgan Matson'],Since You've Been Gone,2015,9781442435018
12708,['Morgan Matson'],Save the Date,2018,9781481404594
12709,['Morgan Matson'],Amy & Roger's Epic Detour,2011,9780857072696
12710,['Morgan Matson'],Second Chance Summer,2012,9781439157527
12711,['Morgan Matson'],Take Me Home Tonight,2021,9781481499002
12712,['Morgan Matson'],The Unexpected Everything,2016,9781481404549
12713,['Morgan Matson'],The Firefly Summer,2023,9781534493377
12714,['Morgan Matson'],"Detours, Do-Overs, and Dares -- A Morgan Matson Collection (Boxed Set)",2016,9781481479226
12715,['Morgan Matson'],Promchanted,2024,9781368095570
12716,['Morgan Matson'],Amy on the Summer Road,2012,9783641085858
12717,['Melissa J. Morgan'],Falling in Like,2009,9781599615059
12718,['Morgan Matson'],Todo lo inesperado,2017,9788417002824
12719,['Morgan Matson'],Sedan du försvann,2016,9789177010104
12720,['Morgan Matson'],Desde que te fuiste,2015,9788416429059
12721,['Morgan Matson'],Save the date,2020,9782408022709
12722,['Morgan Matson'],Amy y Roger,2014,9788416096589
12723,['Morgan Matson'],Salvar la boda,2019,9788417622664
12724,['Melissa J. Morgan'],Falling in Like #11,2006,9780448443911
12725,['Morgan Matson Nee Leffel'],Removal of Students from Physical Education for Response to Intervention on Students Development of Personal and Social Responsibility,2019,9781687914668
12726,['Morgan Matson'],Um Verão para Recomeçar,2017,9788581636627
12727,['Morgan Matson'],L'été de mes 13 défis,2018,9782745999788
12728,['Morgan Matson'],El verano de las segundas oportunidades,2017,9788424660888
12729,['Morgan Matson'],Ein Sommer auf gut Glück,2018,9783641200992
12730,['Morgan Matson'],Save the Date,2020,9783641238056
12731,['Melissa J. Morgan'],Falling in Like,2006,9781415697894
12732,['Morgan Matson'],Vergiss den Sommer nicht,2013,9783570401811
12733,['Morgan Matson'],Perjalanan Panjang - Amy & Roger's Epic Detour,2014,9786020304700
12734,['Morgan Matson'],Mes meilleures vacances ratées,2019,9782408009687
12735,['Morgan Matson'],Ikinci Sans Ciltli,2000,9786059232784
12736,['Morgan Matson'],L'été des secondes chances,2016,9782013938037
12737,['Morgan Matson'],Mijn reis met Jake,2013,9789026135460
12738,['Morgan Matson'],Kesempatan Kedua (Second Chance Summer),2016,9786020305837
12739,['Morgan Matson'],Noi due ai confini del mondo,2016,9788854188600
12740,['Morgan Matson'],Dreizehn Wünsche für einen Sommer,2016,9783570403341
12741,['Morgan Matson'],"Een nieuwe zomer, een nieuw begin",2013,9789026135477
12742,['Morgan Matson'],In viaggio verso di me,2011,9788804608387
12743,['Morgan Matson'],Al centro dell'universo,2017,9788822711847
12744,['Morgan Matson'],Amy & Roger Na cestě,2013,9788074472985
12745,['Morgan Matson'],Mes meilleures vacances ratées,2019,9782745986566
12746,['Morgan Matson'],Lato drugiej szansy,2012,9788376862385
12747,['Morgan Matson'],Az po horyzont,2014,9788376862378
12748,['Morgan Matson'],Léto na druhý pokus,2014,9788074476204
12749,['Morgan Matson'],Trẻ măng và miễn phí tập,2016,9786046459576
12750,['Morgan Matson'],Un amore inaspettato,2017,9788822702975
12751,['Morgan Matson'],Amy ve Rogerin Efsanevi Yolculugu Ciltli,2016,9786059232524
12752,['Chelsea Morgan (Psy.D. candidate at the University of Hartford)'],"Training Curriculum for Teaching the Autism Diagnostic Observation Schedule, Second Edition (ADOS-2) to Clinical Psychology Graduate Students",2018,9780438723788
12753,['Alexander Yates'],How We Became Wicked,2019,9781481419840
12754,['Alexander Yates'],The Winter Place,2015,9781481419833
12755,['Susan Alexander Yates'],And Then I Had Teenagers,2001,9781585584871
12756,"['John Yates', 'Susan Yates']",Raising Kids with Character That Lasts,2011,9780800787844
12757,['Alexander Yates'],Moondogs,2012,9780307739810
12758,['Susan Alexander Yates'],Cousin Camp,2020,9781493423316
12759,['Susan Alexander Yates'],And Then I Had Kids,2009,9780800787929
12760,"['John W. Yates', 'Susan Alexander Yates']",Building a Home Full of Grace,2003,9780801064159
12761,"['John Yates', 'Susan Alexander Yates']",Character Matters,2016,9781929125517
12762,"['John W. Yates', 'Susan Alexander Yates']",A Home Full of Grace,2002,9780801012419
12763,['Kameron Hurley'],The Stars Are Legion,2017,9781481447935
12764,['Kameron Hurley'],The Kameron Hurley Omnibus,2013,9781627933018
12765,['Kameron Hurley'],Empire Ascendant,2015,9780857665607
12766,['Kameron Hurley'],The Light Brigade,2020,9781481447973
12767,['Kameron Hurley'],Rapture,2012,9781597804325
12768,['Kameron Hurley'],The Mirror Empire,2014,9780857665577
12769,['Kameron Hurley'],God's War,2011,9781597803007
12770,['Kameron Hurley'],Infidel,2011,9781597803571
12771,['Kameron Hurley'],Meet Me in the Future: Stories,2019,9781616962975
12772,['Kameron Hurley'],Future Artifacts: Stories,2022,9781955765015
12773,['Kameron Hurley'],The Geek Feminist Revolution,2016,9780765386243
12774,['Kameron Hurley'],Apocalypse Nyx,2018,9781616962951
12775,['Kameron Hurley'],The Broken Heavens,2020,9780857665638
12776,['Kameron Hurley'],The Worldbreaker Saga Omnibus,2021,9780857669155
12777,"['Charlie Jane Anders', 'Brooke Bolander', 'Amal El-Mohtar', 'Maria Dahvana Headley', 'Kameron Hurley', 'Seanan McGuire', 'Nisi Shawl', 'Catherynne M. Valente', 'Carrie Vaughn', 'Jo Walton', 'Alyssa Wong']",Nevertheless She Persisted: Flash Fiction Project,2020,9781250781680
12778,['Kameron Hurley'],Rapture,2020,9781473583351
12779,['Kameron Hurley'],Infidel,2020,9781473583344
12780,['Kameron Hurley'],Elephants and Corpses,2015,9781466886544
12781,"['Marc Aplin', 'Jennie Ivins', 'James Barclay', 'Daniel Beazley', 'Myke Cole', 'Richard Ford', 'Jessalyn Heaton', 'Kameron Hurley', 'Mark Lawrence', 'Anne Lyle', 'Richard Morgan', 'Mark Charan Newton', 'Miah Sonnel', 'Rene Sears', 'Jon Sprunk', 'Michael J. Sullivan', 'Adrian Tchaikovsky', 'Edmund Wells', 'John Yeo, Jr.']",Fantasy-Faction Anthology,2014,9780990741800
12782,"['Cat Rambo', 'Julia August', 'Shanna Germain', 'Tina Connolly']",Fantasy Magazine - October 2014,2014,9781501017964
12783,"['Gregory Benford', 'James S. A. Corey', 'Nancy Kress', 'Aliette de Bodard', 'Kameron Hurley', 'Madeline Ashby', 'Simon Ings', 'John Barnes', 'Gwyneth Jones', 'Ian McDonald', 'Yoon Ha Lee', 'Ramez Naam', 'An Owomoyela', 'Benjanun Sriduangkaew', 'Bruce Sterling', 'Sean Williams']",Meeting Infinity,2015,9781781083802
12784,['Kameron Hurley'],La Brigada de Luz,2019,9788491816416
12785,['Kameron Hurley'],La revolución feminista geek,2018,9788491810155
12786,['Kameron Hurley'],Soldaten im Licht,2022,9783736798229
12787,['Kameron Hurley'],Der Sterne Zahl,2021,9783736798571
12788,"['Hurley, Kameron']",Las estrellas son legión,2017,9788491048428
12789,['Kameron Hurley'],Les Etoiles sont Légion,2018,9782226432414
12790,['Kameron Hurley'],La guerra de Dios,2019,9788412020267
12791,['Kameron Hurley'],La brigata di luce,2021,9788834742020
12792,['Kameron Hurley'],Il Destino della Legione,2019,9788834738160
12793,['Kameron Hurley'],La brigada lluminosa,2019,9788412057638
12794,['Kameron Hurley'],Sága Světoborci,2016,9788071976196
12795,['Kameron Hurley'],Isik Tugayi,2021,9786257371551
12796,['Kameron Hurley'],Les étoiles sont légion,2021,9782253103400
12797,['Kameron Hurley'],Les étoiles sont légion,2018,9782226436931
12798,['Kameron Hurley'],The Geek Feminist Revolution,2016,9780765386250
12799,['Kameron Hurley'],The Stars Are Legion,2017,9780857666628
12800,['J. Kameron Carter'],Race,2008,9780199722235
12801,['Rachel Neumeier'],House of Shadows,2012,9780316126250
12802,['Rachel Neumeier'],Winter of Ice and Iron,2017,9781481448994
12803,['Rachel Neumeier'],The Mountain of Kept Memory,2017,9781481448956
12804,['Rachel Neumeier'],Black Dog,2014,9781908844842
12805,['Rachel Neumeier'],Land of the Burning Sands,2010,9780316088879
12806,['Rachel Neumeier'],Law of the Broken Earth,2010,9780316122733
12807,['Rachel Neumeier'],Lord of the Changing Winds,2010,9780316088855
12808,['Rachel Neumeier'],The Griffin Mage,2011,9780316205931
12809,['Rachel Neumeier'],The Keeper of the Mist,2017,9780553509311
12810,['Rachel Neumeier'],The Floating Islands,2012,9780440240600
12811,['Siobhan Vivian'],The List,2012,9780545443234
12812,['Siobhan Vivian'],Same Difference,2012,9780545477215
12813,['Siobhan Vivian'],Not that Kind of Girl,2011,9780545169165
12814,['Siobhan Vivian'],A Little Friendly Advice,2012,9780545477246
12815,['Siobhan Vivian'],Stay Sweet,2018,9781481452342
12816,['Siobhan Vivian'],We Are the Wildcats,2021,9781534439917
12817,['Siobhan Vivian'],The Last Boy and Girl in the World,2017,9781481452304
12818,"['Jenny Han', 'Siobhan Vivian']",Ashes to Ashes,2015,9781442440821
12819,"['Jenny Han', 'Siobhan Vivian']",Burn for Burn,2013,9781442440760
12820,"['Jenny Han', 'Siobhan Vivian']",Fire with Fire,2014,9781442440791
12821,['Chuck Wendig'],Wanderers,2019,9781786182265
12822,['Chuck Wendig'],The Book of Accidents,2021,9780399182143
12823,['Chuck Wendig'],Wayward,2022,9780593158784
12824,['Chuck Wendig'],The Harvest,2015,9781477830017
12825,['Chuck Wendig'],Mockingbird,2015,9781481457002
12826,['Chuck Wendig'],Blackbirds,2015,9781481448659
12827,['Chuck Wendig'],Thunderbird,2017,9781481448734
12828,['Chuck Wendig'],The Raptor & the Wren,2018,9781481448765
12829,['Chuck Wendig'],Empire's End: Aftermath (Star Wars),2017,9781101966976
12830,['Chuck Wendig'],Aftermath: Star Wars,2016,9781101885925
12831,['Jessie Sima'],"Love, Z",2018,9781481496780
12832,['Jessie Sima'],Weather Together,2023,9781665916998
12833,['Jessie Sima'],Harriet Gets Carried Away,2018,9781481469128
12834,['Jessie Sima'],Jules vs. the Ocean,2020,9781534441682
12835,['Jessie Sima'],Perfectly Pegasus,2022,9781534497184
12836,['Jessie Sima'],Spencer's New Pet,2019,9781534418783
12837,['Jessie Sima'],Hardly Haunted,2021,9781534441705
12838,['Jessie Sima'],Not Quite Narwhal,2017,9781481469098
12839,['Jessie Sima'],Das kleine Walhorn,2021,9783732015962
12840,['Jessie Sima'],Das kleine Walhorn,2021,9783732016600
12841,['潔西・希瑪（Jessie Sima）'],我好像不是獨角鯨,2023,9789570867305
12842,['Jessie Sima'],Casi un narval,2018,9781338253023
12843,['Jessie Sima'],Céleste et l'étoile de l'amitié,2023,9782378624323
12844,['Jessie Sima'],Soc un narval?,2022,9788448955700
12845,['Jessie Sima'],Kelp Sevimli Tek Boynuz,2022,9786052017340
12846,['Jessie Sima'],Narvie n'est pas comme les autres,2022,9782378624293
12847,['Jessie Sima'],Nie całkiem narwal,2022,9788310137111
12848,['Beth Kephart'],Love,2017,9781439913161
12849,['Beth Kephart'],Ghosts in the Garden,2011,9781577318668
12850,['Beth Kephart'],Going Over (Sneak Preview),2014,9781452141404
12851,['Beth Kephart'],Small Damages,2012,9781101572184
12852,['Beth Kephart'],The Great Upending,2020,9781481491563
12853,['Beth Kephart'],You Are My Only,2011,9781606842850
12854,['Beth Kephart'],One Thing Stolen (Sneak Preview),2015,9781452149349
12855,['Beth Kephart'],Still Love in Strange Places,2003,9780393324471
12856,['Beth Kephart'],Dangerous Neighbors,2011,9781606842904
12857,['Beth Kephart'],Tell the Truth. Make It Matter,2017,9781546819493
12858,['Kat Howard'],A Sleight of Shadows,2023,9781534426818
12859,['Kat Howard'],An Unkindness of Magicians,2018,9781481451208
12860,['Kat Howard'],A Cathedral of Myth and Bone,2019,9781481492171
12861,['Kat Howard'],Roses and Rot,2016,9781481451161
12862,"['Maria Dahvana Headley', 'Kat Howard']",The End of the Sentence,2014,9781596066793
12863,['Kat Howard'],Books of Magic Vol. 3: Dwelling in Possibility,2021,9781779503008
12864,"['Kat Howard', 'Tom Fowler', 'Neil Gaiman']",Books of Magic Vol. 2: Second Quarto (The Sandman Universe),2020,9781401299040
12865,"['Kat Howard', 'Neil Gaiman']",Books of Magic Vol. 1: Moveable Type (The Sandman Universe),2019,9781401291341
12866,['Kat Howard'],The Books of Magic Vol. 2: Second Quarto,2020,9781401299057
12867,"['Kat Howard', 'Simon Spurrier', 'Nalo Hopkinson', 'Dan Watters']",The Books of Magic Vol. 1: Moveable Type,2019,9781779502148
12868,['Kat Howard'],Symbiosis: The Curriculum and the Classroom,2020,9781913622084
12869,"['John Chu', 'Leah Cypess', 'Indrapramit Das', 'Amal El-Mohtar', 'Jeffrey Ford', 'Sarah Gailey', 'Carlos Hernandez', 'Kat Howard', 'Stephen Graham Jones', 'T. Kingfisher', 'Ann Leckie', 'Carmen Maria Machado', 'Arkady Martine', 'Seanan McGuire', 'Naomi Novik', 'Rebecca Roanhorse', 'Alyssa Wong', 'J.Y. Yang']",The Mythic Dream,2019,9781481462389
12870,['Kat Howard'],Symbiosis: The Curriculum and the Classroom,2020,9781913808259
12871,"['Neil Gaiman', 'Simon Spurrier', 'Kat Howard', 'Nalo Hopkinson']",The Sandman Book Six,2023,9781779526519
12872,['Kat Howard'],Symbiosis: The Curriculum and the Classroom,2020,9781913808242
12873,"['Neil Clarke', 'James Patrick Kelly', 'Caroline M. Yoachim']",Clarkesworld,2014,9780692267332
12874,"['Kat Howard', 'David Barnett', 'Simon Spurrier']",Books of Magic Vol. 3: Dwelling in Possibility,2021,9781779512413
12875,['Kat Howard'],Books of Magic (2018-).,2018,9781401293734
12876,"['Simon Spurrier', 'Dan Watters', 'Nalo Hopkinson', 'Kat Howard']",The Dreaming Vol. 1: Pathways and Emanations,2019,9781401291181
12877,['Kat Howard'],Stop Talking about Wellbeing,2020,9781912906482
12878,"['Dan Watters', 'Simon Spurrier', 'Kat Howard', 'Nalo Hopkinson']",Lucifer Vol. 1: The Infernal Comedy,2019,9781779502032
12879,"['Tom Angleberger', 'Paul Dellinger']",Fuzzy,2016,9781613120484
12880,['Tom Angleberger'],Star Wars: Return of the Jedi Beware the Power of the Dark Side!,2015,9781484709139
12881,['Tom Angleberger'],Two-Headed Chicken,2022,9781536228823
12882,['Tom Angleberger'],The Strange Case of Origami Yoda (Origami Yoda #1),2012,9781613124512
12883,['Tom Angleberger'],Darth Paper Strikes Back (Origami Yoda #2),2012,9781613122785
12884,['Tom Angleberger'],Fake Mustache,2012,9781613123171
12885,['Tom Angleberger'],The Surprise Attack of Jabba the Puppett (Origami Yoda #4),2013,9781613125267
12886,['Tom Angleberger'],The Secret of the Fortune Wookiee,2012,9781419703928
12887,['Tom Angleberger'],Two-Headed Chicken: Beak to the Future,2023,9781536223224
12888,['Tom Angleberger'],Darth Paper Strikes Back,2015,9781419716409
12889,['Tom Angleberger'],Poop Fountain!,2014,9781613126264
12890,['Tom Angleberger'],The Rat with the Human Face,2015,9781613127629
12891,['Tom Angleberger'],Return of the Jedi: Beware the Power of the Dark Side,2019,9781760505752
12892,['Tom Angleberger'],Princess Labelmaker to the Rescue! (Origami Yoda #5),2016,9781419722004
12893,['Tom Angleberger'],Inspector Flytrap in The Goat Who Chewed Too Much (Book #3),2017,9781613120170
12894,['Tom Angleberger'],The Princess and the Pit Stop,2018,9781419728488
12895,['Tom Angleberger'],The Secret of the Fortune Wookiee (Origami Yoda #3),2012,9781613124567
12896,['Tom Angleberger'],Inspector Flytrap,2016,9781419709654
12897,['Tom Angleberger'],Crankee Doodle,2018,9781328869289
12898,['Tom Angleberger'],Bach to the Rescue!!!,2019,9781683354680
12899,['Tom Angleberger'],The Goat Who Chewed Too Much,2017,9780606396820
12900,['Tom Angleberger'],ART2-D2's Guide to Folding and Doodling,2013,9781419709944
12901,['Tom Angleberger'],Emperor Pickletine Rides the Bus (Origami Yoda #6),2014,9781613125120
12902,['Tom Angleberger'],McToad Mows Tiny Island,2015,9781613128527
12903,['Tom Angleberger'],Art2-D2 s Guide to Folding and Doodling (An Origami Yoda Activity Book),2016,9781419720284
12904,['Tom Angleberger'],DJ Funkyfoot: Give Cheese a Chance (DJ Funkyfoot #2),2021,9781647000523
12905,['Tom Angleberger'],DJ Funkyfoot: Butler for Hire! (DJ Funkyfoot #1),2021,9781647000264
12906,['Tom Angleberger'],The Secret of the Fortune Wookiee,2012,9781419706790
12907,['Tom Angleberger'],The Secret of the Fortune Wookiee,2015,9781419719714
12908,['Tom Angleberger'],The Strange Case of Origami Yoda,2010,9780810984257
12909,"['Tom Angleberger', 'Cece Bell']",Inspector Flytrap in The President's Mane Is Missing (Book #2),2019,9781684520671
12910,['Tom Angleberger'],Rocket and Groot,2018,9781643105420
12911,['Tom Angleberger'],Rocket and Groot,2017,9781743818572
12912,"['Tom Angleberger', 'Cece Bell']",Inspector Flytrap (Book #1),2019,9781684520657
12913,"['Tom Angleberger', 'Jared Chapman']","Didi Dodo, Future Spy: Recipe for Disaster",2019,9781683354758
12914,"['Tom Angleberger', 'Michael Hemphill']",Stonewall Hinkleman and the Battle of Bull Run,2014,9780147511829
12915,"['Tom Angleberger', 'Jared Chapman']","Didi Dodo, Future Spy: Double-O Dodo",2020,9781683358657
12916,['Charlie Angus'],Cobalt,2022,9781487009502
12917,"['Charlie Angus', 'Brit Griffin']",We Lived a Life and Then Some,1996,9781896357065
12918,['Charlie Angus'],Mirrors of Stone,2001,9781896357492
12919,['Charlie Angus'],Unlikely Radicals,2013,9781771130417
12920,['Charlie Angus'],Children of the Broken Treaty,2017,9780889774971
12921,['Charlie Angus'],Cage Call,2007,9781934334027
12922,['Laurie Forest'],The Demon Tide,2022,9780369702814
12923,['Laurie Forest'],The Black Witch,2017,9781488015397
12924,['Laurie Forest'],The Iron Flower,2018,9781488030505
12925,['Laurie Forest'],The Shadow Wand,2020,9781488056901
12926,['Laurie Forest'],The Rebel Mages,2022,9780369734433
12927,['Laurie Forest'],Light Mage,2018,9781488099380
12928,['Laurie Forest'],Wandfasted,2017,9781488027857
12929,['Laurie Forest'],The Black Witch Chronicles Volume 1,2018,9781488038952
12930,['Laurie Forest'],The Rebel Mages/Wandfasted/Light Mage,2019,9781489279460
12931,['Laurie Forest'],The Dryad Storm,2024,9781335458056
12932,['Lynn Huggins Blackburn'],Hidden Legacy,2017,9781488019241
12933,['Lynn Huggins Blackburn'],Covert Justice,2015,9781460383247
12934,"['Jill Elizabeth Nelson', 'Lynn Huggins Blackburn', 'Mary Alford']",Harlequin Love Inspired Suspense June 2017 - Box Set 2 of 2,2017,9781488019289
12935,"['Shirlee McCoy', 'Hope White', 'Lynn Huggins Blackburn']",Love Inspired Suspense June 2015 - Box Set 2 of 2,2015,9781460391440
12936,['Lynn H. Blackburn'],Dämmerung der Hoffnung,2023,9783765536670
12937,['Lynn Huggins Blackburn'],In Too Deep,2019,9781432859879
12938,['Lynn H. Blackburn'],Die Ruhe vor dem Sturm,2021,9783765507410
12939,['Lynn Huggins Blackburn'],One Final Breath,2019,9780800737092
12940,['Lynn Huggins Blackburn'],Hidden Legacy,2017,9780373216253
12941,['Julie Kagawa'],Julie Kagawa: The Iron King #2,2015,9781620988190
12942,['Julie Kagawa'],Inferno,2018,9781489256546
12943,['Julie Kagawa'],The Iron King Special Edition,2020,9781488075773
12944,['Julie Kagawa'],The Iron Queen,2011,9781426884474
12945,['Julie Kagawa'],The Lost Prince,2012,9781459244511
12946,['Julie Kagawa'],Legion,2017,9781488015342
12947,['Julie Kagawa'],The Iron Raven,2021,9781488069444
12948,['Julie Kagawa'],The Eternity Cure,2014,9780373211135
12949,['Julie Kagawa'],Talon,2016,9780373212156
12950,['Julie Kagawa'],Rogue,2016,9780373212163
12951,['Julie Kagawa'],Soldier,2016,9780373211609
12952,['Julie Kagawa'],The Iron Sword,2022,9780369705648
12953,['Julie Kagawa'],Iron's Prophecy,2012,9781426846038
12954,['Julie Kagawa'],Winter's Passage,2010,9781426858321
12955,['Julie Kagawa'],Julie Kagawa: The Iron King: collected edition,2015,9781632941428
12956,['Julie Kagawa'],Julie Kagawa Blood of Eden Complete Collection,2017,9781488078767
12957,['Julie Kagawa'],Julie Kagawa: the Iron King en ESPAÑOL,2021,9781955686259
12958,['Julie Kagawa'],Shadow of the Fox,2018,9781488097225
12959,['Julie Kagawa'],The Iron Vow,2023,9781335453662
12960,['Margot Hunt'],For Better and Worse,2018,9781488088544
12961,['Margot Hunt'],The Guests,2024,9781662514302
12962,['Margot Hunt'],Best Friends Forever,2018,9781488027970
12963,['Margot Hunt'],The Last Affair,2019,9781488054334
12964,['Margot Hunt'],Lovely Girls,2023,9781662504334
12965,['Margot Hunt'],For Better and Worse,2018,9780778307907
12966,['Margot Hunt'],Best Friends Forever,2018,9781474074506
12967,['Margot Deguet Delury'],The Treasure Hunter's Daughter,2020,9798634068466
12968,['Margot Channing'],Goldilocks and the Three Bears,2017,9781912006243
12969,['Margot Channing'],Little Red Riding Hood,2017,9781912006236
12970,['Margot Channing'],Haunted House Sticker Book,2015,9781910184486
12971,['Margot Channing'],Airport,2015,9781910184219
12972,['Margot Channing'],Spooky House Sticker Book,2022,9781913971908
12973,['Margot Channing'],London Sticker Book,2015,9781910184714
12974,['Margot Channing'],Dinosaur,2014,9781909645875
12975,['Margot Channing'],Princess,2019,9781910184479
12976,['Margot Channing'],Scribblers Landmark Sticker Atlas,2021,9781913971502
12977,['Margot Channing'],Fairy Sticker Book,2014,9781909645905
12978,"['Julie Carlson', 'Margot Guralnick']",Remodelista: The Organized Home,2017,9781579658151
12979,['Margot A. Tirado'],New Friends,2012,9781466905078
12980,"['MARGOT. OLSON', 'Mary Forrest']",Shared Meaning,2018,9781524930028
12981,['Margot Lasher'],Dog,2008,9781606191378
12982,"['Margot A. Olson', 'Mary L. Forrest']",Shared Meaning,2011,9780757587023
12983,"['Richard Jerrard', 'Margot Jerrard']",The Grad School Handbook,1998,9780399524165
12984,['Margot Tate'],Billionaire Towers of London,2019,9781693590696
12985,"['Heather Graham', 'Carla Neggers', 'Sharon Sala']",On the Edge,2011,9781459213753
12986,['Carla Neggers'],Cold River,2019,9781488058455
12987,['Carla Neggers'],Cut and Run,2017,9781488086199
12988,['Carla Neggers'],Cold Moonlight,2018,9781488094910
12989,['Carla Neggers'],The Harbor,2018,9781488037009
12990,['Carla Neggers'],Dark Sky,2022,9780369720948
12991,['Carla Neggers'],Just Before Sunrise,2004,9780743496360
12992,['Carla Neggers'],Saint's Gate,2020,9780369701411
12993,['Carla Neggers'],Night Scents,2004,9780743496322
12994,['Carla Neggers'],On the Run,2018,9781488094750
12995,['Rebecca Hunter'],Redemption,2021,9780998854830
12996,['Rebecca Hunter'],One More Night,2017,9780998854854
12997,['Rebecca Hunter'],My First Visit to Hospital,2010,9780237538552
12998,['Rebecca L. Hunter'],Mail-Order Homes,2012,9780747811121
12999,['Rebecca Hunter'],Best Laid Plans,2018,9781488082580
13000,['Rebecca Hunter'],Temptation,2021,9780996455671
13001,['Rebecca Hunter'],"Stockholm Diaries, Caroline 2",2016,9780996455664
13002,['Rebecca Hunter'],"Stockholm Diaries, Melanie",2015,9780996455633
13003,['Rebecca Hunter'],Recycling Officer,2008,9781842345146
13004,['Rebecca Hunter'],"Stockholm Diaries, Caroline",2015,9780996455602
13005,['Mara Rutherford'],Luminous,2021,9780369702845
13006,['Mara Rutherford'],The Poison Season,2022,9780369721723
13007,['Mara Rutherford'],Crown of Coral and Pearl,2019,9781488038884
13008,['Mara Rutherford'],Kingdom of Sea and Stone,2020,9781488069406
13009,['Mara Rutherford'],Crown of Coral and Pearl: The Zadie Chapter,2021,9780369717115
13010,['Mara Rutherford'],A Multitude of Dreams,2023,9780369736574
13011,['Mara Rutherford'],Coral & Pearl,2021,9783492998000
13012,['Mara Rutherford'],"De perle et de corail, tome 1",2022,9791040110323
13013,['Mara Rutherford'],"De perle et de corail, tome 2",2023,9791040110361
13014,['Mara Rutherford'],De Perle et de Corail,2022,9791040110316
13015,['Mara Rutherford'],Le lien de sang,2023,9791040110354
13016,['Mara Rutherford'],Kruna od bisera i korala,2020,9788610033816
13017,"['Mandy Moore', 'Celine Coquina', 'Mara Fey', 'Rebecca Perkins', 'Sallie Hardy', 'Sarah Roseanne Fox', 'Susie Rutherford']",Machs mir wild und zart | Erotische Geschichten,2022,9783750732438
13018,"['Mandy Moore', 'Celine Coquina', 'Mara Fey', 'Rebecca Perkins', 'Sallie Hardy', 'Sarah Roseanne Fox', 'Susie Rutherford']",Machs mir wild und zart | Erotische Geschichten,2022,9783750732414
13019,['Mara Mercedes Bautista Arnedo'],Nociones Esenciales de QuÍmica Para Ciencias de la Vida,2007,9781847537492
13020,['Heather Gudenkauf'],Not a Sound,2021,9780778311652
13021,['Heather Gudenkauf'],The Overnight Guest,2022,9780369715999
